term,grade,sub_grade,home_ownership,verification_status,loan_status,earliest_cr_line,new_delinq_2yrs,new_inq_last_6mths,new_pub_rec
36 months,C,C2,MORTGAGE,Verified,Fully Paid,JUN1978,Not Delinquent,Low,moderate
60 months,B,B5,MORTGAGE,Verified,Fully Paid,OCT1984,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,NOV1999,Not Delinquent,Low,good
60 months,B,B1,RENT,Source Verified,Fully Paid,MAR1998,Not Delinquent,High,good
36 months,A,A3,RENT,Source Verified,Charged Off,MAY2001,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,APR1996,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,MAR2001,Not Delinquent,Low,good
60 months,G,G5,MORTGAGE,Verified,Fully Paid,SEP1990,Not Delinquent,No Inquiries,good
60 months,E,E4,RENT,Verified,Fully Paid,OCT2004,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Verified,Fully Paid,JUL2001,Not Delinquent,No Inquiries,good
60 months,B,B1,MORTGAGE,Source Verified,Charged Off,AUG1994,Not Delinquent,High,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,FEB1991,Not Delinquent,Low,good
60 months,A,A4,RENT,Source Verified,Fully Paid,FEB1997,Not Delinquent,No Inquiries,moderate
60 months,A,A4,MORTGAGE,Not Verified,Fully Paid,APR1995,Delinquent,Low,good
36 months,A,A4,RENT,Verified,Fully Paid,JUN1991,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Source Verified,Fully Paid,AUG2002,Not Delinquent,No Inquiries,good
36 months,D,D3,RENT,Not Verified,Fully Paid,DEC1992,Delinquent,Low,good
60 months,A,A4,RENT,Source Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
60 months,A,A4,OWN,Verified,Fully Paid,JAN1982,Not Delinquent,Low,good
60 months,A,A5,RENT,Verified,Fully Paid,MAY1997,Not Delinquent,No Inquiries,good
60 months,B,B1,MORTGAGE,Source Verified,Fully Paid,SEP1996,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Fully Paid,DEC2005,Not Delinquent,Low,good
36 months,A,A2,RENT,Verified,Fully Paid,JUN1982,Not Delinquent,Low,good
60 months,B,B2,MORTGAGE,Not Verified,Fully Paid,JUN1976,Not Delinquent,Low,good
60 months,E,E1,MORTGAGE,Verified,Fully Paid,APR1987,Not Delinquent,No Inquiries,moderate
60 months,B,B5,MORTGAGE,Verified,Fully Paid,SEP1997,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,JUN1998,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,JUL1997,Not Delinquent,Low,good
60 months,D,D2,RENT,Verified,Charged Off,JUL2001,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Charged Off,JAN1995,Not Delinquent,Low,good
60 months,A,A5,MORTGAGE,Verified,Fully Paid,AUG1998,Not Delinquent,Low,good
60 months,C,C2,RENT,Verified,Fully Paid,OCT2002,Not Delinquent,Low,good
60 months,A,A5,RENT,Not Verified,Fully Paid,DEC2004,Not Delinquent,Low,good
36 months,C,C4,RENT,Not Verified,Fully Paid,SEP1999,Not Delinquent,Low,good
60 months,F,F2,MORTGAGE,Verified,Fully Paid,OCT1989,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Charged Off,DEC2001,Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,OCT1997,Not Delinquent,Low,good
36 months,C,C5,RENT,Source Verified,Charged Off,NOV1997,Not Delinquent,No Inquiries,good
60 months,D,D3,MORTGAGE,Verified,Fully Paid,MAY2001,Not Delinquent,No Inquiries,good
36 months,A,A2,RENT,Source Verified,Fully Paid,MAY1997,Not Delinquent,No Inquiries,good
60 months,B,B4,RENT,Verified,Charged Off,NOV2000,Not Delinquent,No Inquiries,good
36 months,D,D1,RENT,Verified,Charged Off,FEB1993,Delinquent,No Inquiries,good
60 months,C,C2,OWN,Verified,Fully Paid,MAR1995,Not Delinquent,Low,good
60 months,D,D2,RENT,Source Verified,Fully Paid,MAR1993,Not Delinquent,Low,moderate
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,APR1995,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Fully Paid,JAN2004,Not Delinquent,No Inquiries,good
60 months,B,B5,RENT,Not Verified,Charged Off,JUN2004,Not Delinquent,Low,good
36 months,A,A3,RENT,Verified,Fully Paid,AUG2000,Not Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,APR1980,Not Delinquent,No Inquiries,good
60 months,E,E2,MORTGAGE,Source Verified,Fully Paid,APR2007,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,JUN1998,Not Delinquent,No Inquiries,good
36 months,D,D3,RENT,Source Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
36 months,C,C1,RENT,Source Verified,Fully Paid,OCT1997,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,NOV1992,Not Delinquent,Low,good
60 months,C,C1,MORTGAGE,Verified,Fully Paid,AUG1988,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,APR1985,Delinquent,No Inquiries,good
60 months,E,E3,RENT,Source Verified,Fully Paid,MAY2004,Not Delinquent,No Inquiries,good
60 months,C,C1,MORTGAGE,Not Verified,Fully Paid,JUN1991,Not Delinquent,No Inquiries,good
60 months,G,G2,RENT,Verified,Fully Paid,OCT1994,Not Delinquent,No Inquiries,moderate
36 months,E,E5,RENT,Source Verified,Fully Paid,OCT2003,Not Delinquent,Low,good
36 months,C,C5,RENT,Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
60 months,D,D4,MORTGAGE,Not Verified,Fully Paid,APR1990,Not Delinquent,No Inquiries,good
36 months,E,E2,RENT,Source Verified,Fully Paid,FEB1999,Not Delinquent,No Inquiries,moderate
60 months,D,D3,RENT,Not Verified,Fully Paid,SEP2005,Not Delinquent,Low,good
60 months,F,F4,RENT,Source Verified,Fully Paid,DEC2000,Not Delinquent,Low,good
36 months,D,D3,RENT,Source Verified,Fully Paid,JUN2004,Not Delinquent,No Inquiries,good
60 months,C,C1,RENT,Source Verified,Charged Off,MAR2006,Not Delinquent,Low,good
60 months,D,D5,OWN,Source Verified,Charged Off,MAY2000,Not Delinquent,No Inquiries,good
60 months,C,C2,RENT,Source Verified,Fully Paid,SEP1986,Not Delinquent,Low,good
60 months,E,E2,MORTGAGE,Source Verified,Fully Paid,MAY1995,Delinquent,Low,good
60 months,G,G1,RENT,Source Verified,Charged Off,JUN2003,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,APR1993,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
36 months,C,C3,RENT,Verified,Fully Paid,OCT2004,Not Delinquent,Low,good
36 months,D,D3,MORTGAGE,Source Verified,Charged Off,MAR1989,Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUL2000,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Charged Off,NOV2000,Not Delinquent,No Inquiries,good
36 months,A,A1,OWN,Not Verified,Fully Paid,OCT1990,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,NOV1992,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Verified,Fully Paid,NOV1999,Not Delinquent,No Inquiries,good
60 months,B,B5,RENT,Verified,Fully Paid,NOV1993,Not Delinquent,Low,good
60 months,E,E3,RENT,Source Verified,Fully Paid,DEC1975,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,AUG2000,Not Delinquent,No Inquiries,good
36 months,A,A3,OWN,Not Verified,Fully Paid,MAY1994,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Verified,Fully Paid,DEC1990,Not Delinquent,Low,good
60 months,D,D2,RENT,Source Verified,Fully Paid,APR2002,Not Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,NOV2003,Not Delinquent,No Inquiries,good
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,OCT1994,Not Delinquent,No Inquiries,good
60 months,E,E2,MORTGAGE,Not Verified,Charged Off,AUG1996,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,JUL2006,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,NOV2004,Not Delinquent,No Inquiries,good
60 months,B,B5,RENT,Verified,Fully Paid,DEC1993,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,NOV1996,Not Delinquent,Low,good
36 months,G,G4,MORTGAGE,Verified,Fully Paid,MAR2000,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,OCT1990,Not Delinquent,No Inquiries,good
60 months,C,C3,MORTGAGE,Not Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
36 months,B,B2,RENT,Verified,Fully Paid,JUL1994,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Source Verified,Fully Paid,JAN1998,Not Delinquent,No Inquiries,good
60 months,F,F1,RENT,Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
60 months,F,F5,MORTGAGE,Verified,Fully Paid,NOV1997,Delinquent,No Inquiries,good
36 months,C,C5,RENT,Verified,Fully Paid,JUN1995,Not Delinquent,Low,good
36 months,A,A4,RENT,Source Verified,Fully Paid,NOV2000,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,NOV1987,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,FEB1994,Not Delinquent,High,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,AUG1981,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Charged Off,DEC2000,Not Delinquent,Low,moderate
36 months,B,B3,MORTGAGE,Source Verified,Fully Paid,DEC2001,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,JUL1997,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,JAN2000,Not Delinquent,Low,good
36 months,D,D2,MORTGAGE,Source Verified,Fully Paid,JUN1993,Not Delinquent,No Inquiries,good
60 months,D,D5,RENT,Source Verified,Fully Paid,OCT2003,Not Delinquent,No Inquiries,good
36 months,A,A5,OWN,Source Verified,Fully Paid,JUL1998,Not Delinquent,No Inquiries,good
60 months,F,F2,RENT,Verified,Fully Paid,DEC2005,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Source Verified,Fully Paid,APR1994,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Verified,Fully Paid,FEB2000,Not Delinquent,No Inquiries,good
60 months,E,E3,RENT,Verified,Fully Paid,JAN2006,Not Delinquent,Low,good
60 months,E,E1,RENT,Verified,Fully Paid,JUN2001,Not Delinquent,No Inquiries,good
60 months,D,D5,RENT,Verified,Charged Off,JUL2006,Not Delinquent,Low,good
36 months,B,B3,RENT,Source Verified,Fully Paid,NOV1984,Not Delinquent,Low,good
36 months,D,D4,MORTGAGE,Source Verified,Fully Paid,JUL1988,Not Delinquent,Low,good
36 months,D,D1,RENT,Source Verified,Fully Paid,SEP2006,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Verified,Fully Paid,JAN1997,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Charged Off,NOV1996,Not Delinquent,Low,good
60 months,D,D3,RENT,Not Verified,Fully Paid,SEP2000,Delinquent,No Inquiries,good
36 months,C,C2,RENT,Source Verified,Fully Paid,JUL1985,Delinquent,Low,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,OCT1998,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Source Verified,Fully Paid,APR1993,Not Delinquent,Low,good
36 months,C,C2,RENT,Source Verified,Fully Paid,DEC1998,Not Delinquent,No Inquiries,good
60 months,E,E1,MORTGAGE,Verified,Fully Paid,MAY1996,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,OCT1996,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,SEP1987,Not Delinquent,Low,good
36 months,D,D2,RENT,Source Verified,Charged Off,FEB2003,Not Delinquent,Low,good
36 months,C,C5,OWN,Not Verified,Fully Paid,JUN1994,Not Delinquent,Low,good
60 months,E,E2,MORTGAGE,Verified,Fully Paid,NOV1991,Not Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,DEC1998,Delinquent,Low,good
60 months,B,B4,MORTGAGE,Verified,Fully Paid,MAR1993,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Source Verified,Fully Paid,OCT1991,Not Delinquent,Low,good
60 months,C,C1,RENT,Source Verified,Fully Paid,JUN2003,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,JUN1998,Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,APR1984,Not Delinquent,Low,good
36 months,D,D2,MORTGAGE,Verified,Fully Paid,JAN1989,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,FEB2001,Not Delinquent,Low,good
60 months,B,B1,MORTGAGE,Source Verified,Fully Paid,JAN1998,Not Delinquent,No Inquiries,good
60 months,A,A5,MORTGAGE,Source Verified,Fully Paid,MAY1988,Not Delinquent,No Inquiries,good
60 months,F,F3,RENT,Source Verified,Charged Off,OCT1977,Not Delinquent,No Inquiries,good
60 months,E,E4,RENT,Source Verified,Fully Paid,OCT2004,Not Delinquent,Low,good
36 months,B,B4,RENT,Source Verified,Fully Paid,APR2005,Not Delinquent,No Inquiries,good
60 months,B,B4,MORTGAGE,Not Verified,Fully Paid,OCT2000,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,JUL1988,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,JAN1999,Not Delinquent,Low,good
36 months,C,C2,RENT,Source Verified,Fully Paid,MAR1999,Not Delinquent,No Inquiries,good
60 months,E,E4,MORTGAGE,Verified,Fully Paid,NOV1987,Not Delinquent,No Inquiries,good
60 months,D,D5,OWN,Not Verified,Fully Paid,NOV1979,Not Delinquent,Low,good
36 months,C,C4,RENT,Verified,Fully Paid,SEP2002,Not Delinquent,Low,good
60 months,B,B4,RENT,Not Verified,Charged Off,MAY1975,Not Delinquent,High,good
36 months,B,B3,RENT,Source Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
60 months,C,C3,MORTGAGE,Verified,Fully Paid,APR1996,Not Delinquent,Low,good
36 months,C,C3,OWN,Verified,Charged Off,SEP1962,Not Delinquent,No Inquiries,good
60 months,C,C2,OWN,Source Verified,Charged Off,SEP2005,Delinquent,Low,good
60 months,E,E4,MORTGAGE,Verified,Fully Paid,JUL1999,Not Delinquent,Low,moderate
36 months,C,C5,RENT,Not Verified,Fully Paid,DEC1998,Not Delinquent,No Inquiries,good
60 months,E,E4,OWN,Source Verified,Fully Paid,APR1993,Delinquent,Low,good
60 months,E,E1,RENT,Source Verified,Fully Paid,AUG1998,Not Delinquent,No Inquiries,good
60 months,D,D4,MORTGAGE,Source Verified,Fully Paid,FEB1974,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,DEC1981,Not Delinquent,Low,good
36 months,B,B5,RENT,Source Verified,Charged Off,APR1997,Not Delinquent,Low,good
36 months,A,A5,RENT,Source Verified,Fully Paid,AUG1999,Not Delinquent,Low,good
60 months,D,D4,RENT,Source Verified,Charged Off,AUG2002,Delinquent,No Inquiries,good
60 months,C,C3,OWN,Source Verified,Fully Paid,JUL1994,Not Delinquent,No Inquiries,moderate
36 months,D,D4,RENT,Source Verified,Fully Paid,MAR1993,Delinquent,Low,good
60 months,E,E5,MORTGAGE,Source Verified,Fully Paid,JAN1997,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Source Verified,Fully Paid,OCT2000,Not Delinquent,Low,good
36 months,B,B2,RENT,Source Verified,Fully Paid,MAY2005,Not Delinquent,No Inquiries,good
60 months,E,E4,MORTGAGE,Verified,Charged Off,JUL1993,Not Delinquent,Low,good
60 months,E,E3,MORTGAGE,Source Verified,Fully Paid,AUG1973,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,AUG1989,Not Delinquent,Low,good
60 months,E,E3,RENT,Source Verified,Charged Off,FEB2004,Not Delinquent,Low,good
60 months,E,E1,MORTGAGE,Not Verified,Fully Paid,AUG2002,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,JUL1996,Not Delinquent,No Inquiries,good
36 months,D,D1,MORTGAGE,Source Verified,Fully Paid,JUN1983,Delinquent,Low,good
36 months,B,B5,MORTGAGE,Source Verified,Fully Paid,AUG2001,Not Delinquent,Low,good
60 months,F,F2,OWN,Source Verified,Fully Paid,MAY1996,Delinquent,Low,good
36 months,C,C3,MORTGAGE,Source Verified,Fully Paid,OCT2000,Not Delinquent,Low,good
60 months,D,D4,RENT,Verified,Fully Paid,SEP1999,Not Delinquent,No Inquiries,good
36 months,A,A1,RENT,Not Verified,Fully Paid,OCT1997,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Source Verified,Fully Paid,OCT2004,Not Delinquent,Low,good
36 months,A,A4,OWN,Source Verified,Fully Paid,MAR1994,Delinquent,No Inquiries,good
60 months,C,C1,MORTGAGE,Verified,Charged Off,MAR1991,Not Delinquent,No Inquiries,good
60 months,D,D5,RENT,Not Verified,Charged Off,SEP2002,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Source Verified,Fully Paid,AUG1991,Delinquent,Low,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,JUN1994,Not Delinquent,Low,good
60 months,C,C2,RENT,Verified,Charged Off,NOV2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Verified,Charged Off,SEP2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,DEC1999,Not Delinquent,Low,good
36 months,D,D5,RENT,Source Verified,Fully Paid,SEP2004,Not Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,FEB2003,Not Delinquent,Low,good
60 months,C,C3,RENT,Not Verified,Fully Paid,DEC1995,Not Delinquent,No Inquiries,good
36 months,D,D5,MORTGAGE,Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
60 months,D,D2,RENT,Not Verified,Fully Paid,AUG2001,Not Delinquent,No Inquiries,good
36 months,A,A3,OWN,Verified,Fully Paid,DEC1992,Not Delinquent,Low,good
60 months,D,D4,RENT,Not Verified,Charged Off,JUL1997,Not Delinquent,No Inquiries,moderate
36 months,B,B4,RENT,Source Verified,Fully Paid,SEP2005,Not Delinquent,No Inquiries,good
60 months,C,C2,RENT,Verified,Fully Paid,DEC1997,Not Delinquent,Low,moderate
60 months,C,C2,MORTGAGE,Verified,Fully Paid,SEP1989,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Source Verified,Fully Paid,FEB1989,Not Delinquent,Low,good
36 months,D,D1,MORTGAGE,Verified,Charged Off,JUN1998,Delinquent,Low,good
36 months,B,B3,RENT,Source Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,D,D4,MORTGAGE,Source Verified,Fully Paid,DEC1998,Not Delinquent,Low,moderate
36 months,A,A4,RENT,Source Verified,Fully Paid,APR1994,Not Delinquent,Low,good
36 months,D,D3,MORTGAGE,Source Verified,Fully Paid,FEB1999,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Source Verified,Fully Paid,SEP2004,Not Delinquent,Low,good
60 months,F,F1,MORTGAGE,Verified,Fully Paid,FEB1997,Not Delinquent,No Inquiries,good
36 months,D,D2,OWN,Verified,Fully Paid,MAR1989,Not Delinquent,No Inquiries,good
36 months,A,A2,OWN,Verified,Fully Paid,MAR1994,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Source Verified,Fully Paid,JUN2001,Not Delinquent,Low,moderate
60 months,D,D2,MORTGAGE,Verified,Fully Paid,APR1990,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,OCT2000,Delinquent,No Inquiries,good
36 months,C,C4,RENT,Source Verified,Fully Paid,FEB1997,Not Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Not Verified,Fully Paid,OCT1996,Not Delinquent,Low,moderate
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,FEB1990,Not Delinquent,No Inquiries,good
60 months,E,E1,MORTGAGE,Verified,Fully Paid,JAN1995,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Not Verified,Fully Paid,DEC2003,Not Delinquent,Low,good
60 months,B,B1,RENT,Not Verified,Fully Paid,OCT2004,Not Delinquent,Low,good
36 months,C,C3,RENT,Source Verified,Fully Paid,JUN2003,Not Delinquent,No Inquiries,good
60 months,E,E3,RENT,Verified,Fully Paid,JAN2002,Not Delinquent,Low,good
36 months,D,D1,OWN,Not Verified,Fully Paid,MAR1999,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Source Verified,Fully Paid,JAN1985,Not Delinquent,No Inquiries,good
60 months,E,E2,MORTGAGE,Not Verified,Fully Paid,JUN2006,Not Delinquent,No Inquiries,good
60 months,D,D4,RENT,Not Verified,Fully Paid,AUG2001,Not Delinquent,Low,good
60 months,B,B3,RENT,Source Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
36 months,C,C5,OWN,Not Verified,Fully Paid,MAY1987,Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,FEB1996,Not Delinquent,Low,good
60 months,A,A5,RENT,Source Verified,Charged Off,FEB2000,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
60 months,B,B2,RENT,Source Verified,Charged Off,NOV2004,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Source Verified,Charged Off,NOV1999,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Verified,Fully Paid,NOV1999,Not Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Not Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
36 months,B,B5,RENT,Verified,Fully Paid,OCT2003,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,APR1992,Not Delinquent,Low,good
60 months,E,E4,RENT,Source Verified,Fully Paid,JAN2000,Not Delinquent,Low,good
60 months,D,D3,RENT,Verified,Fully Paid,NOV1992,Not Delinquent,No Inquiries,good
60 months,B,B3,MORTGAGE,Source Verified,Fully Paid,MAR1987,Not Delinquent,Low,good
36 months,A,A3,OWN,Not Verified,Fully Paid,JAN1997,Not Delinquent,No Inquiries,good
36 months,D,D2,RENT,Not Verified,Fully Paid,JAN1980,Not Delinquent,No Inquiries,moderate
60 months,D,D4,RENT,Not Verified,Fully Paid,JUL1994,Delinquent,Low,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,DEC2000,Not Delinquent,Low,good
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,JAN1993,Not Delinquent,Low,good
60 months,B,B4,RENT,Not Verified,Fully Paid,SEP2003,Delinquent,Low,good
60 months,D,D2,MORTGAGE,Verified,Fully Paid,AUG1996,Not Delinquent,Low,good
36 months,E,E2,MORTGAGE,Not Verified,Fully Paid,AUG1998,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
60 months,A,A5,RENT,Not Verified,Fully Paid,AUG1994,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Verified,Fully Paid,FEB2000,Not Delinquent,No Inquiries,good
60 months,C,C3,MORTGAGE,Source Verified,Fully Paid,NOV1996,Not Delinquent,Low,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,AUG1993,Not Delinquent,Low,good
60 months,D,D5,MORTGAGE,Source Verified,Fully Paid,SEP1995,Not Delinquent,Low,good
60 months,B,B1,MORTGAGE,Verified,Fully Paid,JUL1986,Not Delinquent,No Inquiries,good
60 months,D,D2,MORTGAGE,Not Verified,Fully Paid,AUG1995,Delinquent,No Inquiries,good
